"","X9452","X95.1062556628522","X25.3634577348206","X43.524811169934","X0.104131970049368","X44.4290272865019","X7.88757969872158","X.0.826914203783802","X39.3908210160668","X0.0422395695988226","X.2.17251892358783","X42.377161044079","X0.0307325233685351","X.2.37053597935129","X42.5782740430149","X5.94670450808709","X0.39309556739917","X39.4444456420727","X4.55839179015437","X0.401451225736341","X41.3349788379873","X2.764400355594","X0.192394260582046","X39.8807200700504","X1.67178946249068","X0.132228409724722"
"1","9452","95.1062556628522","25.3634577348206","43.524811169934","0.104131970049368","44.4290272865019","7.88757969872158","-0.826914203783802","39.3908210160668","0.0422395695988226","-2.17251892358783","42.377161044079","0.0307325233685351","-2.37053597935129","42.5782740430149","5.94670450808709","0.39309556739917","39.4444456420727","4.55839179015437","0.401451225736341","41.3349788379873","2.764400355594","0.192394260582046","39.8807200700504","1.67178946249068","0.132228409724722"
"2","9452","92.269797739531","43.7718893607245","1.74870779766686","0.178461094753405","37.893359960254","1.09415968467345","0.197819933254643","41.1141867582302","0.251352120364417","0.779946317280113","40.4043840638394","1.62705097439273","6.98618541792303","42.5696220353891","7.19816889969362","0.412080605593099","39.5765368805229","5.37759421529412","0.416086138632267","40.8497608212434","1.89586667125029","0.174223702416796","40.5754607755564","1.20156719631066","0.10596466107931"
"3","9482","92.2269237948994","25.3634577348206","43.524811169934","0.104131970049368","44.4290272865019","7.88757969872158","-0.826914203783802","39.3908210160668","0.0422395695988226","-2.17251892358783","42.377161044079","0.0307325233685351","-2.37053597935129","42.5921174176752","5.12655484304285","0.363811450916572","39.2805603955535","3.83558305622181","0.373580687572241","42.5704406041121","0.561528119065521","0.358798116377127","39.7114321413112","0.288983458871745","0.629444989865019"
"4","14600","92.0114029566485","43.2119832109281","14.1374354543238","0.342836071673075","38.8967656596471","8.25098299941238","0.287307021865531","40.7249786868718","6.11362715148847","0.457626306568717","40.9776662894781","3.77845557826572","0.350721922423726","42.785970247222","6.98861759842159","0.446703719798638","39.3451595493327","5.42710985714948","0.483613857206359","41.9769646444771","0.296537540972253","0.167554506538552","39.5472266850213","0.119038030648588","0.17000486701322"
"5","14600","90.5677369977066","43.774523814978","11.423797110549","0.346952137074229","38.231919062466","5.61884639805471","0.296958709548836","46.1737549723353","81.3496425809851","0.725030925745384","45.2129905186463","47.2908264762097","0.626947793139883","42.7976128807282","6.72438699462631","0.430870778143183","39.3257109804711","5.05446974887611","0.461638306450597","41.939408810469","0.305855074265581","0.203001239235449","39.6558069900527","0.136613472410072","0.224257598396479"
"6","14600","96.4833853725013","43.2082970094519","8.1615015767449","0.294999707676529","38.9928163200619","3.95163315796665","0.2243857659013","64.106174493991","151.128706259618","0.782720413946212","64.2616804684503","102.106411704447","0.693874169106558","42.838330940369","6.7806652845344","0.428442288458621","39.3651252480761","5.08254513874205","0.457648206059841","40.7396499771321","0.256222021268011","0.133383689751148","38.3881473705593","0.0954002676873834","0.0956579219944014"
"7","16318","102.990250499867","41.2758338303137","31.0017302097028","0.634099060700277","41.1752905097741","23.4614901169743","0.534225935260389","42.971296399453","8.28824510243183","0.454577721757049","39.8034320805407","6.43594187517278","0.483062859793423","42.2544958923288","0.415482773196358","0.147049823372616","39.0808865406129","0.201664343080087","0.13956103482049","39.239342837698","1.23537356401042","0.147937916150826","42.2171713965484","0.922070646563453","0.0665851937004575"
"8","16318","90.8991519245692","41.3353075521059","0.0366245019640322","-0.592934162140807","40.4040021957354","0.0233487837007914","-0.697751841707266","42.8393623157982","7.53537576900722","0.448523398903688","39.4464663051483","5.87340830584331","0.490871848926352","42.1430553641072","1.05187149472033","0.198893154592669","39.216696942604","0.727305718864808","0.195127467597627","41.6355283926172","0.951534763467472","0.186048944643127","39.9253270046538","0.553378356139161","0.119257666103331"
"9","16318","92.4784962590493","41.2758338303137","31.0017302097028","0.634099060700277","41.1752905097741","23.4614901169743","0.534225935260389","42.820124589178","7.94026214373115","0.448624507530057","39.4247211495327","6.00409478206072","0.480363291289816","42.2324639396168","1.23602588394723","0.206973586778879","39.3447347131511","0.878281649925631","0.203483510601362","39.239342837698","1.23537356401042","0.147937916150826","42.2171713965484","0.922070646563453","0.0665851937004575"
"10","16318","93.8470325505541","41.2758338303137","31.0017302097028","0.634099060700277","41.1752905097741","23.4614901169743","0.534225935260389","42.4262732422919","10.3242017738165","0.504246709875582","39.1244935077716","7.89814403810355","0.535246477470406","42.3688562412594","1.47982335974644","0.199068138310135","39.3272286882661","1.04776658909039","0.193503071684796","39.239342837698","1.23537356401042","0.147937916150826","42.2171713965484","0.922070646563453","0.0665851937004575"
